M,N,p,k,mu,f,speed,demand,facility,ti_c,model,ti_s,status,ObjValue,Gap
100,70,17,17,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_17.lp,151.27,Optimal,40357.2,0
100,70,18,18,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_18.lp,141.4,Optimal,38229.3,0
100,70,19,19,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_19.lp,154.064,Optimal,36325,0
100,70,20,20,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_20.lp,208.949,Optimal,34673.5,0
100,70,21,21,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_21.lp,259.69,Optimal,33193.4,0
100,70,22,22,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_22.lp,360.646,Optimal,31821.2,0
100,70,23,23,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_23.lp,309.858,Optimal,30735.2,-2.3673e-16
100,70,24,24,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_24.lp,712.581,Optimal,29722.2,0
100,70,25,25,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_25.lp,1200.44,Feasible,49639.5,0.723184
100,70,26,26,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_26.lp100,70,27,27,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_27.lp,1200.73,Feasible,27194.3,0.000489428
100,70,28,28,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_28.lp,328.526,Optimal,26437,0
100,70,29,29,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_29.lp,1201.06,Feasible,34320,inf
100,70,30,30,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_30.lp100,70,31,31,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_31.lp100,70,32,32,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_32.lp100,70,33,33,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_33.lp,1200.9,Feasible,31339.9,inf
100,70,34,34,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_34.lp100,70,35,35,72,0.006,40,Goldberg_Test_100_70_demand.ins,Goldberg_Test_100_70_facility.ins,0,Goldberg-model_100_70_35.lp100,80,5,5,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_5.lp,23.009,Optimal,57838.7,0
100,80,6,6,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_6.lp,40.2933,Optimal,87678.1,-4.97909e-16
100,80,7,7,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_7.lp,69.9668,Optimal,86168,0
100,80,8,8,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_8.lp,113.405,Optimal,75498.5,0
100,80,9,9,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_9.lp,148.775,Optimal,65749.3,0
100,80,10,10,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_10.lp,123.754,Optimal,57834.8,7.20723e-06
100,80,11,11,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_11.lp,137.605,Optimal,51933.3,0
100,80,12,12,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_12.lp,147.211,Optimal,47158.1,-3.08578e-16
100,80,13,13,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_13.lp,143.755,Optimal,43453.3,-8.37217e-16
100,80,14,14,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_14.lp,137.548,Optimal,40570.6,0
100,80,15,15,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_15.lp,213.337,Optimal,38132.3,0
100,80,16,16,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_16.lp,154.286,Optimal,36084.9,0
100,80,17,17,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_17.lp,160.954,Optimal,34427.5,0
100,80,18,18,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_18.lp,171.017,Optimal,32970.5,0
100,80,19,19,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_19.lp,361.362,Optimal,31780.2,0
100,80,20,20,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_20.lp,517.236,Optimal,30687.6,-1.18549e-16
100,80,21,21,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_21.lp,512.364,Optimal,29666,-1.22631e-16
100,80,22,22,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_22.lp,348.119,Optimal,28725.1,0
100,80,23,23,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_23.lp,1007.77,Optimal,27912,0
100,80,24,24,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_24.lp,930.533,Optimal,27198.7,-4.01266e-16
100,80,25,25,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_25.lp,946.917,Optimal,26552.7,0
100,80,26,26,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_26.lp100,80,27,27,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_27.lp100,80,28,28,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_28.lp100,80,29,29,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_29.lp,1201.11,Feasible,38291.4,inf
100,80,30,30,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_30.lp,1200.98,Feasible,32983.1,inf
100,80,31,31,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_31.lp100,80,32,32,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_32.lp100,80,33,33,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_33.lp100,80,34,34,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_34.lp,1201.88,Feasible,30905.7,inf
100,80,35,35,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_35.lp100,80,36,36,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_36.lp100,80,37,37,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_37.lp100,80,38,38,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_38.lp100,80,39,39,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_39.lp100,80,40,40,72,0.006,40,Goldberg_Test_100_80_demand.ins,Goldberg_Test_100_80_facility.ins,0,Goldberg-model_100_80_40.lp100,90,5,5,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_5.lp,29.4561,Optimal,62598.2,0
100,90,6,6,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_6.lp,86.8693,Optimal,92294.6,0
100,90,7,7,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_7.lp,134.312,Optimal,89288.8,0
100,90,8,8,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_8.lp,135.995,Optimal,78297.6,9.28923e-05
100,90,9,9,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_9.lp,114.102,Optimal,67839.3,0
100,90,10,10,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_10.lp,153.781,Optimal,60180.4,-4.8361e-16
100,90,11,11,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_11.lp,163.168,Optimal,54032.1,0
100,90,12,12,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_12.lp,158.779,Optimal,49353.5,0
100,90,13,13,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_13.lp,230.765,Optimal,45491.8,0
100,90,14,14,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_14.lp,241.38,Optimal,42289.9,0
100,90,15,15,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_15.lp,286.225,Optimal,39824.5,0
100,90,16,16,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_16.lp,326.688,Optimal,37627.7,0
100,90,17,17,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_17.lp,290.025,Optimal,35684.1,-4.07798e-16
100,90,18,18,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_18.lp,769.729,Optimal,34127.1,-2.13202e-16
100,90,19,19,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_19.lp,862.15,Optimal,32703,-4.44971e-16
100,90,20,20,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_20.lp,1200.41,Feasible,34765.2,0.10629
100,90,21,21,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_21.lp100,90,22,22,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_22.lp,838.462,Optimal,29165.2,-1.24737e-16
100,90,23,23,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_23.lp,1124.22,Optimal,28217.4,-6.44635e-16
100,90,24,24,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_24.lp,1201.14,Feasible,33911.8,inf
100,90,25,25,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_25.lp100,90,26,26,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_26.lp,1201.33,Feasible,36511.5,inf
100,90,27,27,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_27.lp,1200.85,Feasible,32434.9,0.281969
100,90,28,28,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_28.lp100,90,29,29,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_29.lp100,90,30,30,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_30.lp100,90,31,31,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_31.lp100,90,32,32,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_32.lp,1201.6,Feasible,32156.9,inf
100,90,33,33,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_33.lp100,90,34,34,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_34.lp100,90,35,35,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_35.lp100,90,36,36,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,0,Goldberg-model_100_90_36.lp,1201.1,Feasible,26176,inf
100,90,37,37,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,1,Goldberg-model_100_90_37.lp100,90,38,38,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,1,Goldberg-model_100_90_38.lp,1205.46,Feasible,26438,inf
100,90,39,39,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,1,Goldberg-model_100_90_39.lp,1205.02,Feasible,27025,inf
100,90,40,40,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,1,Goldberg-model_100_90_40.lp,1204.4,Feasible,26334.7,inf
100,90,41,41,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,1,Goldberg-model_100_90_41.lp100,90,42,42,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,1,Goldberg-model_100_90_42.lp100,90,43,43,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,1,Goldberg-model_100_90_43.lp,1217.54,Feasible,25473.6,inf
100,90,44,44,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,1,Goldberg-model_100_90_44.lp100,90,45,45,72,0.006,40,Goldberg_Test_100_90_demand.ins,Goldberg_Test_100_90_facility.ins,1,Goldberg-model_100_90_45.lp100,100,5,5,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_5.lp,38.7722,Optimal,45478.8,0
100,100,6,6,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_6.lp,144.592,Optimal,96513.7,4.22914e-06
100,100,7,7,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_7.lp,193.634,Optimal,100412,0
100,100,8,8,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_8.lp,197.503,Optimal,89353.2,-1.62858e-16
100,100,9,9,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_9.lp,234.653,Optimal,77466.5,-1.87848e-16
100,100,10,10,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_10.lp,319.463,Optimal,68022.2,-6.41787e-16
100,100,11,11,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_11.lp,346.15,Optimal,60617.8,-2.4006e-16
100,100,12,12,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_12.lp,325.172,Optimal,54797.9,0
100,100,13,13,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_13.lp,349.53,Optimal,50429.6,-1.44279e-16
100,100,14,14,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_14.lp,302.528,Optimal,46744.8,0
100,100,15,15,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_15.lp,309.54,Optimal,43569.8,-1.66996e-16
100,100,16,16,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_16.lp,353.303,Optimal,40968.3,-3.55199e-16
100,100,17,17,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_17.lp,317.904,Optimal,38720.3,0
100,100,18,18,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_18.lp,406.537,Optimal,36766.9,0
100,100,19,19,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_19.lp,422.653,Optimal,35067.2,0
100,100,20,20,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_20.lp,656.579,Optimal,33547.2,0
100,100,21,21,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_21.lp,467.854,Optimal,32208.8,-1.1295e-16
100,100,22,22,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_22.lp100,100,23,23,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_23.lp,1201.41,Feasible,44591.6,inf
100,100,24,24,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_24.lp100,100,25,25,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_25.lp,1201.36,Feasible,40134.4,inf
100,100,26,26,72,0.006,40,Goldberg_Test_100_100_demand.ins,Goldberg_Test_100_100_facility.ins,0,Goldberg-model_100_100_26.lp
